Planning Authority ,Site Code,Site Name,Address,East,North,Site Type,Location of Site,Datazone,lon,lat
Aberdeenshire,MAUD2,FORMER MAUD HOSPITAL,BANK ROAD MAUD,392493,847584,Derelict,"Site in settlement with population under 2,000",S01007053,-2.1269749350470533,57.5183657495451
Aberdeenshire,MCULTER1,FORMER OLD MILL INN,SOUTH DEESIDE ROAD MARYCULTER,385733,800131,Derelict,Site in countryside,S01006853,-2.237062788315582,57.09194531699924
Aberdeenshire,MIDMAR1,FORMER MIDMAR INN,B9119 MIDMAR,370561,805677,Derelict,Site in countryside,S01006858,-2.4880743593451773,57.141039598424115
Aberdeenshire,MINT2,ADJ CO-OP STORE,MINTLAW INDUSTRIAL ESTATE STATION ROAD MINTLAW,399040,848489,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007059,-2.0176847049388074,57.526557732096066
Aberdeenshire,MKIRK1,MARYMILL,MARYKIRK,368620,765355,Derelict,"Site in settlement with population under 2,000",S01006806,-2.5151214194825218,56.77870167806471
Aberdeenshire,NEWM1,OPP NEWMACHAR HOTEL,KINGSEAT ROAD NEWMACHAR,388387,819981,Derelict,"Site in settlement with population equal to or over 2,000",S01006947,-2.1942018040473634,57.27033130509816
Aberdeenshire,NEWM3,FORMER HOSPITAL BUILDING,FORMER KINGSEAT HOSPITAL KINGSEAT,390381,819018,Derelict,"Site in settlement with population under 2,000",S01006950,-2.1611007882045676,57.2617276594709
Aberdeenshire,NEWM4,FORMER VILLAGE HALL,FORMER KINGSEAT HOSPITAL KINGSEAT,390373,819166,Derelict,"Site in settlement with population under 2,000",S01006950,-2.161239225077647,57.26305694464133
Aberdeenshire,NEWM5,FORMER BUILDING E12,FORMER KINGSEAT HOSPITAL KINGSEAT,390339,818927,Derelict,"Site in settlement with population under 2,000",S01006950,-2.1617934532426855,57.26090932822654
Aberdeenshire,NEWM6,FORMER ADMIN BLOCK,FORMER KINGSEAT HOSPITAL KINGSEAT,390479,819125,Derelict,"Site in settlement with population under 2,000",S01006950,-2.159480355201067,57.26269089484677
Aberdeenshire,OLDDEER1,FORMER ST DROSTAN'S EVENTIDE HOME,RUSSELL STREET OLD DEER,397661,847661,Derelict,"Site in settlement with population under 2,000",S01007064,-2.040702252698617,57.5191148771205
Aberdeenshire,OLDM1,COUTENS FARM,COUTENS COLPY ROAD OLDMELDRUM,380258,827645,Derelict,"Site in settlement with population equal to or over 2,000",S01006988,-2.329605851685998,57.338893471482315
Aberdeenshire,OLDM2,FORMER PIGGERY,HATTONCROOK OLMELDRUM,384773,825615,Derelict,Site in countryside,S01006988,-2.2544759584396514,57.32083290434498
Aberdeenshire,OYNE1,FORMER ARCHEAOLINK PARK,OYNE,366908,825672,Derelict,"Site in settlement with population under 2,000",S01006888,-2.5511055487374055,57.320394727042476
Aberdeenshire,PHD/D/058,STATION ROAD,STATION ROAD PETERHEAD,412534,846303,Derelict,"Site in settlement with population equal to or over 2,000",S01007080,-1.7924804141036208,57.50675312468628
Aberdeenshire,PHD/D/061,NORTH ST/ BROOK LANE,NORTH ST/ BROOK LANE PETERHEAD,413487,846415,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007087,-1.7765702680413153,57.507732035661284
Aberdeenshire,PHD/V/060,UGIE STREET,UGIE STREET PETERHEAD,413323,846659,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007086,-1.7792940169297216,57.50992855682815
Aberdeenshire,PHEA4,FORMER SCRAP METAL WORKS,UGIE ST/WILSON ST PETERHEAD,413200,846717,Derelict,"Site in settlement with population equal to or over 2,000",S01007086,-1.7813437512444552,57.51045310618841
Aberdeenshire,PHEA8,FORMER BELLAMYS FACTORY,WINDMILL STREET PETERHEAD,413409,846349,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007086,-1.777875592255055,57.507141490808955
Aberdeenshire,PHEAD11,FORMER RECYCLING CENTRE,DALES INDUSTRIAL ESTATE DAMHEAD WAY PETERHEAD,411461,844785,Derelict,"Site in settlement with population equal to or over 2,000",S01007097,-1.8104576394211358,57.49314589821339
Aberdeenshire,PHEAD14,OPP BUS DEPOT,GRANGE ROAD PETERHEAD,411775,846631,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007090,-1.8051312156650543,57.50971953025371
Aberdeenshire,PHEAD15,REAR BALMOOR IND EST,GRANGE ROAD PETERHEAD,411899,846585,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007090,-1.8030639110043811,57.509303130196024
Aberdeenshire,PHEAD16,ADJACENT ALDI,KIRK STREET PETERHEAD,412630,846118,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007080,-1.7908878225911127,57.50508873329065
Aberdeenshire,PHEAD17,FORMER FACTORY SITE,BALMOOR INDUSTRIAL ESTATE CATTO DRIVE PETERHEAD,411938,846756,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007090,-1.8024047276871795,57.510838110434165
Aberdeenshire,PHEAD18,FORMER SEWAGE WORKS,TORTORSTON ROAD PETERHEAD,409105,846991,Derelict,Site in countryside,S01007098,-1.8496796410274345,57.513014058248395
Aberdeenshire,PITTMDN1,FORMER NORSE YARD,B999 ROAD PITMEDDEN,388781,828061,Vacant Land and Buildings,"Site in settlement with population under 2,000",S01006983,-2.188039316664824,57.34292170607272
Aberdeenshire,PORT1,FORMER HILLSIDE PETROL STATION,HILLSIDE PORTLETHEN,392536,797893,Derelict,"Site in settlement with population equal to or over 2,000",S01006848,-2.124734340180235,57.07200343103066
Aberdeenshire,PORT3,FORMER COULL CARS SITE,HILLSIDE ROAD PORTLETHEN,392495,797974,Vacant Land,"Site in settlement with population equal to or over 2,000",S01006849,-2.125413005181621,57.0727303855085
Aberdeenshire,PORT4,HILLSIDE HOUSE,HILLSIDE PORTLETHEN,392168,797718,Derelict,"Site in settlement with population equal to or over 2,000",S01006849,-2.130798154541229,57.0704251892432
Aberdeenshire,SAUCHEN1,STEADINGS AT WOODLANDS,OFF A944 SAUCHEN,368416,810300,Derelict,Site in countryside,S01006881,-2.5241032961922656,57.18242325788663
Aberdeenshire,STON2,FORMER GAS STORAGE SITE,WALLACE WYND STONEHAVEN,387608,785440,Derelict,"Site in settlement with population equal to or over 2,000",S01006828,-2.205392315947878,56.96002897177359
Aberdeenshire,STON3,FORMER FAROCHIE DAIRY,CHEYNE STONEHAVEN,384498,786438,Derelict,Site in countryside,S01006822,-2.256592377750753,56.968899674433516
Aberdeenshire,TURR1,CORNFIELD ROAD,CORNFIELD ROAD TURRIFF,372623,850159,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007019,-2.458963458487887,57.540724686683674
Aberdeenshire,TURR2,FORMER MARKETHILL SCHOOL,BADEN POWELL ROAD TURRIFF,372259,850341,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007019,-2.4650643494951083,57.54233717937919
Aberdeenshire,UDNYST1,SITE AT DUNCAN TERRACE,MAIN ROAD UDNY STATION,390936,824407,Vacant Land,"Site in settlement with population under 2,000",S01006981,-2.152100163943631,57.31014732006514
Aberdeenshire,WEST 2,STEADING MILTON OF GARLOGIE,GARLOGIE WESTHILL,378348,806650,Derelict,Site in countryside,S01006931,-2.3594930350052783,57.15021472395715
Angus,AN/A/04,GOODS YARD PART,HELEN STREET ARBROATH,363838,741037,Derelict,"Site in settlement with population equal to or over 2,000",S01007184,-2.5899451430980625,56.559899910482294
Angus,AN/A/13/A,PLOT 30.02,JAMES CHALMERS ROAD KIRKTON INDUSTRIAL ESTATE ARBROATH,362488,742310,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007174,-2.6120923465829615,56.571229510113334
Angus,AN/A/13/C,PLOT 42,JAMES CHALMERS ROAD KIRKTON INDUSTRIAL ESTATE ARBROATH,362927,742222,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007174,-2.604935708450485,56.57047394799738
Angus,AN/A/27,FORMER SEAFORTH HOTEL,DUNDEE ROAD ARBROATH,363517,740195,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007181,-2.595048584403433,56.55231100688323
Angus,AN/A/28,ABBEY WORKS,PALMER STREET ARBROATH,364575,741330,Derelict,"Site in settlement with population equal to or over 2,000",S01007189,-2.5779953355734233,56.562588381305716
Angus,AN/A/29,WARDMILL/DENS ROAD,ARBROATH,363960,741582,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01007198,-2.5880363497188674,56.56480525893614
Angus,AN/A/30,ABBEYBANK HOUSE,SPRINGFIELD TERRACE ARBROATH,364719,741321,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01007189,-2.5756512621148038,56.562518403823255
Angus,AN/A/31,FORMER ST THOMAS RC PRIMARY SCHOOL,SEATON ROAD ARBROATH,364968,741492,Derelict,"Site in settlement with population equal to or over 2,000",S01007190,-2.5716232710338383,56.56407326360103
Angus,AN/A/32,DEWAR HOUSE,HILL TERRACE ARBROATH,364495,741016,Derelict,"Site in settlement with population equal to or over 2,000",S01007187,-2.5792537954426265,56.55976153474307
Angus,AN/B/09,LAND AT BRECHIN INFIRMARY,INFIRMARY ST BRECHIN,360150,760448,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01007234,-2.6529503539289303,56.733972595390526
Angus,AN/B/11/A,PLOT 1,BRECHIN BUSINESS PARK A935 BRECHIN,358338,760087,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007239,-2.6825058057593183,56.73057105672599
Angus,AN/B/11/B,PLOT 2,BRECHIN BUSINESS PARK A935 BRECHIN,358407,760086,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007239,-2.681378051325914,56.73056824450975
Angus,AN/B/11/C,PLOT 19,BRECHIN BUSINESS PARK A935 BRECHIN,358264,760231,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007239,-2.683738596520958,56.73185797514963
Angus,AN/B/11/D,PLOT 3,BRECHIN BUSINESS PARK A935 BRECHIN,358456,760088,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007239,-2.6805776223326823,56.730590586402144
Angus,AN/B/11/E,PLOT 4.01,BRECHIN BUSINESS PARK A935 BRECHIN,358502,760098,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007239,-2.679827515678179,56.73068451952933
Angus,AN/B/12,FORMER FLICKS NIGHTCLUB,77-81 HIGH STREET BRECHIN,359815,760100,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01007235,-2.6583707479030165,56.73081769857425
Angus,AN/B/13,SLATER WAY,MONTROSE STREET BRECHIN,360929,759680,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007230,-2.640101457108112,56.72713967206577
Angus,AN/B/14,PARK ROAD,BRECHIN,360279,760226,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01007234,-2.6508075700762284,56.731989392263465
Angus,AN/B/15,FORMER ST DROSTAN'S CARE HOME,INFIRMARY ST BRECHIN,360283,760423,Derelict,"Site in settlement with population equal to or over 2,000",S01007234,-2.6507727879742427,56.73375939012779
Angus,AN/B/16,FORMER MAISONDIEU CHURCH,WITCHDEN ROAD BRECHIN,360168,759739,Derelict,"Site in settlement with population equal to or over 2,000",S01007232,-2.652545781027796,56.72760516993882
Angus,AN/B/17,"FORMER LEISURE CENTRE, THE INCH",RIVER STREET BRECHIN,360001,759736,Derelict,"Site in settlement with population equal to or over 2,000",S01007232,-2.6552742112297567,56.72756389996786
Angus,AN/B/18,LAND SOUTH OF FORMER ANDOVER PS,BRECHIN,360247,759675,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007232,-2.651244921013256,56.72703700944002
Angus,AN/C/04/A,WOODSIDE / PITSKELLY,CARNOUSTIE,354659,734557,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007160,-2.7381372912303634,56.500890580243976
Angus,AN/C/04/B,BARRY ROAD,PITSKELLY CARNOUSTIE,354521,734487,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007160,-2.740366540779719,56.500248413066586
Angus,AN/C/13,BONELLA STREET,CARNOUSTIE,356413,734491,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007165,-2.709636181710587,56.50046376028331
Angus,AN/C/14,LINKS PARADE,CARNOUSTIE,355898,734222,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007161,-2.717955498211249,56.497999184922605
Angus,AN/E/01,LETHNOT ROAD,EDZELL,359673,769093,Vacant Land,"Site in settlement with population under 2,000",S01007283,-2.662112576968197,56.811589113650186
Angus,AN/F/12/A,PLOT 12.01,ORCHARDBANK BUSINESS PARK FORFAR,343466,749874,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007244,-2.9232829276333225,56.63726468848701
Angus,AN/F/12/B,PLOT 12.02,ORCHARDBANK BUSINESS PARK FORFAR,343702,749861,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007244,-2.919433143771367,56.63717639702844
Angus,AN/F/12/C,PLOT 12.03,ORCHARDBANK BUSINESS PARK FORFAR,343849,749698,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007264,-2.9170014293148507,56.635729914741916
Angus,AN/F/12/D,PLOT 12.04,ORCHARDBANK BUSINESS PARK FORFAR,343740,749620,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007264,-2.918761090292517,56.6350161673074
Angus,AN/F/16,SOUTH STREET MILL,SOUTH STREET FORFAR,346245,750644,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01007256,-2.8781438458794497,56.64450920456224
Angus,AN/F/17,FORMER SWIMMING POOL,THE VENNEL FORFAR,345636,750543,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01007258,-2.8880515820969452,56.64353150219443
Angus,AN/F/18,FORMER FUEL STORAGE DEPOT,FYFE STREET FORFAR,346195,751362,Derelict,"Site in settlement with population equal to or over 2,000",S01007252,-2.8791091291221584,56.650953009297915
Angus,AN/F/20,FORMER WELLBRAES SCHOOL,WELLBRAES FORFAR,345861,750924,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007257,-2.884463425719034,56.646980018206385
Angus,AN/F/21,THE PAVILLION,QUEEN STREET FORFAR,345687,750704,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007257,-2.887254070143711,56.644983640449844
Angus,AN/F/21,ORCHARDBANK HOUSE,ORCHARDBANK BUSINESS PARK FORFAR,344042,750128,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01007264,-2.9139489491349955,56.63961557600136
Angus,AN/F/22,QUARRYBANK,DUNDEE ROAD FORFAR,345192,749287,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01007261,-2.8950230401964427,56.63219743311847
Angus,AN/K/5,GAIRIE WORKS,BELLIES BRAE KIRRIEMUIR,338615,753790,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01007274,-3.0032895965083917,56.67182776357068
Angus,AN/M/17,WALDRON ROAD,MONTROSE,371712,759361,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007219,-2.46386122742562,56.72505462695021
Angus,AN/M/18,MONTROSE AIRFIELD,MONTROSE,372534,760028,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01007222,-2.4505013017270927,56.73109579914855
Angus,AN/M/19,MONTROSE GOODS YARD,MONTROSE,371242,757890,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007215,-2.4713756768564656,56.71181132561815
Angus,AN/M/20,CHAPEL WORKS,EASTERN ROAD MONTROSE,371794,757715,Derelict,"Site in settlement with population under 2,000",S01007211,-2.462339795852383,56.71027303586641
Angus,AN/M/21,FORMER MONTROSE INFIRMARY,BASIN VIEW MONTROSE,371037,757444,Derelict,"Site in settlement with population equal to or over 2,000",S01007208,-2.474673744398687,56.70779204210739
Angus,AN/M/22,PLOT 25.01,FORTIES ROAD INDUSTRIAL ESTATE MONTROSE,371647,760444,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007222,-2.4650434970493396,56.73477959908063
Angus,AN/M/23,PLOT 13.11,FORTIES ROAD INDUSTRIAL ESTATE MONTROSE,371580,760481,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007222,-2.466142684959066,56.735107889554605
Angus,AN/M/24,PLOT 20,FORTIES ROAD INDUSTRIAL ESTATE MONTROSE,371787,760526,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007222,-2.462764342954356,56.735524749779174
Angus,AN/M/25,FORMER CUSTOM HOUSE,CALEDONIA STREET MONTROSE,371635,757239,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01007210,-2.464884097962398,56.70598729512135
Angus,AN/M/26,FORMER VISTORIA WORKS,NORTH ESK ROAD MONTROSE,371656,759294,Vacant Land,"Site in settlement with population equal to or over 2,000",S01007219,-2.4647688462087185,56.72444933388277
Angus,AN/R/03,STATION AND,GOODS YARD INVERKEILLOR,366650,749057,Derelict,Site in countryside,S01007204,-2.5452346761952045,56.632155512454844
Angus,AN/R/06/A,RAILWAY LINES,DISUSED/RURAL ANGUS,354989,750460,Derelict,Site in countryside,S01007241,-2.7355458499235445,56.643780608186354
Angus,AN/R/13,PANMURE ROAD,MONIKIE,350018,738730,Derelict,Site in countryside,S01007140,-2.81432281506856,56.5379057470644
Angus,AN/R/14,AIRFIELD RUNWAYS,KINNELL FRIOCKHEIM,361151,751072,Derelict,Site in countryside,S01007226,-2.635170138508688,56.64983157042219
Angus,AN/R/33,STRATHMARTINE HOSPITAL,STRATHMARTINE,338581,735180,Derelict,Site in countryside,S01007133,-2.9994217976169892,56.504660012545116
Angus,AN/R/38,FORMER PETROL FILLING STATION,STRACATHRO SERVICES BRECHIN,362497,764704,Derelict,Site in countryside,S01007225,-2.6152168835601586,56.77239958291344
Angus,AN/R/39,NORANSIDE FORMER PRISON,TANNADICE,347323,761227,Derelict,Site in countryside,S01007281,-2.8627403173147012,56.73969536051494
Angus,AN/R/41,BALDOVAN HOUSE,STRATHMARTINE,339447,734863,Derelict,Site in countryside,S01007133,-2.9852811880966987,56.50192492461692
Angus,AN/R/43,BALMUIRFIELD,STRATHMARTINE,339766,734179,Derelict,Site in countryside,S01007134,-2.979941418660048,56.49582180195967
Angus,AN/R/45,FORMER SAWMILL,WHIGSTREET FORFAR,348216,744096,Derelict,"Site in settlement with population under 2,000",S01007240,-2.844693876181876,56.58591242477839
Angus,AN/R/46,KIRKTON FARM STEADING,ABERLEMNO,352187,755543,Vacant Land and Buildings,"Site in settlement with population under 2,000",S01007228,-2.7821753290267224,56.68916213240046
Angus,AN/R/47,FORMER MUIRHEAD RESERVOIR,COLLISTON,360711,744337,Derelict,Site in countryside,S01007172,-2.641318280257625,56.58929283814576
Angus,AN/R/48,TRAVEBANK,CARNOUSTIE,352876,735736,Derelict,Site in countryside,S01007144,-2.7673120087466994,56.51130617536569
